Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",2,2022,9,16,1473,4,222612678,222.612678,27,64,66,1,4,154,,Major,64,61,91,15,0,72,4
INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",2,2021,7,23,13315,0,1814349763,1814.349763,300,47,690,0,,150,D#,Minor,74,89,70,2,0,5,6
Atlantis,Seafret,1,2015,4,22,3045,6,571386359,571.386359,43,53,134,1,32,166,G#,Minor,40,23,48,5,0,12,3
PUNTO 40,"Baby Rasta, Rauw Alejandro",2,2022,9,22,3006,12,304079786,304.079786,54,32,66,2,0,107,,Major,87,20,83,0,4,31,9
Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",3,2022,9,9,852,0,174006928,174.006928,14,1,50,0,0,87,G,Major,87,52,52,31,0,28,24
How Do I Say Goodbye,Dean Lewis,1,2022,8,5,2163,15,284785823,284.785823,72,97,58,0,154,82,G#,Major,40,39,64,21,0,7,7
Blind,SZA,1,2022,12,9,1484,0,163284000,163.284,22,51,12,0,0,114,A,Minor,46,60,28,91,0,21,4
Die For You,Joji,1,2022,11,4,1703,0,246390068,246.390068,38,45,36,16,0,148,G#,Major,47,15,52,38,13,29,5
Doja,Central Cee,1,2022,7,20,4169,44,482257456,482.257456,57,44,183,1,11,140,F#,Major,91,97,57,38,0,40,29
Gatita,Bellakath,1,2022,10,3,1054,0,168684524,168.684524,9,0,15,0,1,101,G,Major,90,76,81,15,24,33,6
Rumble,"Skrillex, Flowdan, Fred again..",3,2022,1,17,2849,0,78489819,78.489819,39,45,27,0,1,140,C#,Minor,81,6,84,5,23,6,6
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",3,2022,12,2,1602,0,195516622,195.516622,12,22,12,0,2,88,G,Minor,49,24,66,19,0,18,29
Yonaguni,Bad Bunny,1,2021,6,4,9644,28,1260594497,1260.594497,120,86,164,4,0,180,C#,Major,64,44,65,28,0,14,12
Super Freaky Girl,Nicki Minaj,1,2022,8,12,4827,0,428685680,428.68568,104,17,76,9,2,133,D,Major,95,91,89,6,0,31,24
Running Up That Hill (A Deal With God),Kate Bush,1,1985,9,16,21811,0,1024858327,1024.858327,117,1,676,3,0,108,A#,Minor,63,20,55,72,0,6,6
Dream On,Aerosmith,1,1973,1,5,168,0,838586769,838.586769,0,0,5,0,0,80,F,Minor,39,24,43,39,0,23,3
Limbo,Freddie Dredd,1,2022,8,11,688,0,199386237,199.386237,14,1,17,0,2,75,B,Minor,80,46,62,3,6,11,46
Where Are You Now,"Lost Frequencies, Calum Scott",2,2021,7,30,10565,44,972509632,972.509632,238,122,557,17,58,121,F#,Minor,67,26,64,52,0,17,10
WORTH NOTHING,"Twisted, Oliver Tree",2,2022,9,28,1612,0,213438580,213.43858,34,54,34,0,2,140,D,Minor,58,17,62,18,0,20,8
Bad Habits,Ed Sheeran,1,2020,9,3,12755,8,1555511105,1555.511105,344,97,945,15,,126,B,Minor,81,59,90,5,0,36,3
KICK BACK,Kenshi Yonezu,1,2022,10,12,574,4,210038833,210.038833,38,101,26,0,0,102,C#,Major,58,29,94,0,0,9,11
Good Days,SZA,1,2020,12,24,10426,2,826623384,826.623384,133,109,182,1,10,121,C#,Minor,46,53,78,23,0,72,6
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",2,2020,3,27,15894,8,1802514301,1802.514301,198,13,544,0,60,103,F#,Minor,70,92,83,1,0,7,6
Woman,Doja Cat,1,2021,6,25,9424,0,1329090101,1329.090101,202,50,463,4,,108,F,Minor,82,88,76,9,0,12,9
Shut up My Moms Calling - (Sped Up),Hotel Ugly,1,2022,9,14,713,7,181831132,181.831132,2,4,6,0,0,85,F,Minor,65,36,47,31,0,12,10
Ferrari,"James Hype, Miggy Dela Rosa",2,2022,3,14,7758,28,462791599,462.791599,173,79,175,0,168,125,C#,Minor,84,70,69,1,0,5,5
"You're On Your Own, Kid",Taylor Swift,1,2022,10,21,2537,2,348647203,348.647203,8,18,20,0,1,120,D,Major,69,40,39,41,0,13,6
"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",3,2022,7,17,292,6,366599607,366.599607,26,98,4,0,0,94,,Major,58,44,57,57,0,10,3
Payphone,"Maroon 5, Wiz Khalifa",2,2012,1,1,14143,4,1479264469,1479.264469,56,38,"1,891",1,,110,E,Major,74,51,74,2,0,29,4
All I Want for Christmas Is You,Mariah Carey,1,1994,10,28,25653,0,1449779435,1449.779435,387,132,"2,094",0,,150,G,Major,34,33,63,16,0,7,4
Last Christmas,Wham!,1,1984,1,1,22153,0,1159176109,1159.176109,274,111,"1,302",0,,107,B,Minor,74,88,65,28,0,46,3
Rockin' Around The Christmas Tree,Brenda Lee,1,1958,1,1,14994,0,769213520,769.21352,191,168,206,0,,140,G#,Major,70,85,41,71,0,45,5
Jingle Bell Rock,Bobby Helms,1,1957,1,1,10326,0,741301563,741.301563,165,99,104,0,,119,D,Major,74,78,37,84,0,6,3
Santa Tell Me,Ariana Grande,1,2013,12,13,9408,0,834129063,834.129063,231,106,439,0,,133,G,Major,46,53,63,5,0,30,18
It's the Most Wonderful Time of the Year,Andy Williams,1,1963,10,14,8879,0,663832097,663.832097,182,107,160,0,1,202,G,Major,24,76,60,77,0,12,4
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1,1959,11,16,6512,0,446390129,446.390129,88,1,277,0,0,134,C#,Major,45,72,24,91,0,18,4
Snowman,Sia,1,2017,1,1,5140,0,690104769,690.104769,85,110,500,0,,105,C#,Major,72,33,51,48,0,9,3
Underneath the Tree,Kelly Clarkson,1,2013,10,25,6596,0,485285717,485.285717,144,99,251,0,0,160,G#,Major,51,69,81,0,0,21,5
Mistletoe,Justin Bieber,1,2011,1,1,9577,0,629173063,629.173063,195,111,310,0,0,162,F#,Minor,67,88,54,51,0,9,4
Sleigh Ride,The Ronettes,1,1963,11,22,10114,0,404664135,404.664135,114,74,262,0,0,92,D,Major,53,84,77,40,0,32,3
Seek & Destroy,SZA,1,2022,12,9,1007,0,98709329,98.709329,5,31,1,0,0,152,C#,Major,65,35,65,44,18,21,7
Love Language,SZA,1,2022,12,9,1127,0,110849052,110.849052,16,63,8,0,0,65,A,Minor,71,55,26,85,0,13,8
Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",4,1971,12,1,10829,0,460492795,460.492795,130,1,390,0,0,147,D,Major,33,39,61,32,0,77,3
Used (feat. Don Toliver),"SZA, Don Toliver",2,2022,12,8,1042,0,94005786,94.005786,7,29,3,0,0,150,A#,Minor,73,71,69,53,0,32,9
A Holly Jolly Christmas - Single Version,Burl Ives,1,1952,1,1,7930,0,395591396,395.591396,108,120,73,0,0,140,,Major,67,81,36,64,0,15,3
The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,1,1946,11,1,11500,0,389771964,389.771964,140,72,251,0,0,139,C#,Major,36,22,15,84,0,11,4
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1,1979,11,16,1685,0,403939487,403.939487,1,0,29,0,0,95,B,Major,75,74,58,36,0,9,3
Do They Know It's Christmas? - 1984 Version,Band Aid,1,1984,11,25,14169,0,481697415,481.697415,209,30,449,0,0,115,,Major,60,23,57,0,2,27,3
Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",2,2022,12,9,1634,0,110073250,110.07325,16,20,4,0,0,125,F#,Major,62,59,43,84,3,11,5
Special,SZA,1,2022,12,9,906,0,88092256,88.092256,6,21,3,0,0,76,,Major,60,19,20,78,0,11,5
Merry Christmas Everyone,Shakin' Stevens,1,1984,1,1,1087,0,351636786,351.636786,90,35,5,0,0,101,C#,Minor,72,91,87,14,0,13,3
Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",2,1950,1,1,10585,0,473248298,473.248298,126,108,406,0,0,143,D,Major,60,86,32,88,0,34,6
SOS,SZA,1,2022,12,9,827,0,73981293,73.981293,6,18,1,0,0,119,G,Minor,51,51,66,67,0,9,23
Open Arms (feat. Travis Scott),"SZA, Travis Scott",2,2022,12,8,1420,4,155653938,155.653938,13,87,17,0,46,78,A,Major,67,22,59,76,1,15,16
White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",3,1942,1,1,11940,0,395591396,395.591396,73,79,123,0,0,96,A,Major,23,19,25,91,0,40,3
Driving Home for Christmas - 2019 Remaster,Chris Rea,1,1986,1,1,888,0,429504768,429.504768,50,0,6,0,0,180,A,Major,51,87,58,36,0,18,4
Christmas (Baby Please Come Home),Darlene Love,1,1963,11,22,9122,0,242767149,242.767149,121,58,212,0,0,126,D#,Major,34,35,76,39,0,8,5
Gone Girl,SZA,1,2022,12,9,892,0,65362788,65.362788,3,17,2,0,0,150,F,Major,43,42,44,57,0,15,6
F2F,SZA,1,2022,12,9,989,0,67540165,67.540165,5,9,1,0,0,90,D,Major,53,47,74,9,0,34,4
Notice Me,SZA,1,2022,12,9,819,0,62019074,62.019074,14,22,0,0,0,160,F,Major,72,78,68,28,0,11,12
Merry Christmas,"Ed Sheeran, Elton John",2,2017,11,10,2209,0,135723538,135.723538,72,90,141,0,0,114,,Major,59,60,94,24,0,10,4
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",3,1958,1,1,6290,0,295998468,295.998468,89,39,158,0,0,113,G,Major,73,72,32,77,0,15,5
My Only Wish (This Year),Britney Spears,1,2000,11,7,6952,0,261116938,261.116938,115,53,286,0,0,147,,Major,67,69,72,17,0,19,3
Antidepresan,"Mabel Matiz, Mert Demir",2,2022,11,4,313,2,136689549,136.689549,10,6,7,1,9,100,B,Minor,70,92,59,3,0,10,3
Wild Flower (with youjeen),RM,1,2022,12,2,353,2,135611421,135.611421,2,74,14,0,2,155,G#,Major,49,42,77,3,0,12,9
I Hate U,SZA,1,2021,12,3,4094,0,356709897,356.709897,66,96,43,0,0,107,G,Minor,54,41,39,51,0,11,16
Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",2,2022,12,2,880,0,110649992,110.649992,3,7,10,0,0,112,G#,Major,80,15,54,9,0,38,5
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,573,0,301869854,301.869854,1,0,18,0,24,166,C#,Major,70,57,57,9,20,11,7
Deck The Hall - Remastered 1999,Nat King Cole,1,1959,1,1,3299,0,127027715,127.027715,65,39,41,0,0,107,F#,Minor,69,96,36,81,0,8,4
Smoking on my Ex Pack,SZA,1,2022,12,9,811,0,57144458,57.144458,6,11,3,0,0,81,G#,Major,47,33,68,24,0,22,38
Conceited,SZA,1,2022,12,9,899,0,56870689,56.870689,2,14,2,0,0,150,C#,Major,79,77,46,5,0,11,7
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2,2022,10,21,2415,0,323437194,323.437194,33,57,30,0,11,110,A,Major,66,19,32,69,0,12,4
Maroon,Taylor Swift,1,2022,10,21,2304,0,317726339,317.726339,12,16,14,0,0,108,G,Major,64,4,40,6,0,10,6
Bejeweled,Taylor Swift,1,2022,10,21,2699,0,328207708,328.207708,39,35,22,2,0,164,G,Major,70,39,56,6,0,9,7
Tarot,"Bad Bunny, Jhay Cortez",2,2022,5,6,2482,20,608228647,608.228647,27,77,22,2,0,114,B,Minor,80,42,68,2,0,66,4
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2,2005,9,20,2577,0,180577478,180.577478,108,56,30,0,0,93,F,Major,63,93,88,1,0,12,4
Desesperados,"Chencho Corleone, Rauw Alejandro",2,2021,6,25,6821,34,809306935,809.306935,83,58,128,7,0,90,C#,Minor,87,51,69,36,0,9,8
Too Late,SZA,1,2022,12,8,714,0,49262961,49.262961,0,9,2,0,0,128,B,Major,45,35,68,78,0,39,8
Party,"Bad Bunny, Rauw Alejandro",2,2022,5,6,3185,4,614555082,614.555082,38,64,37,3,36,97,A,Major,83,47,80,2,0,24,9
Run Rudolph Run - Single Version,Chuck Berry,1,1958,1,1,8612,0,245350949,245.350949,120,30,52,0,1,152,G,Minor,69,94,71,79,0,7,8
Jingle Bells - Remastered 1999,Frank Sinatra,1,1957,1,1,4326,0,178660459,178.660459,32,3,65,0,0,175,G#,Major,51,94,34,73,0,10,5
Far,SZA,1,2022,12,9,680,0,51641685,51.641685,2,15,1,0,0,116,D,Major,61,48,55,67,0,16,8
On Time (with John Legend),"John Legend, Metro Boomin",2,2022,12,2,398,0,78139948,78.139948,2,2,6,0,2,80,F,Minor,33,51,59,76,0,44,6
Sacrifice,The Weeknd,1,2022,1,7,4440,0,326792833,326.792833,81,77,133,0,,122,G,Major,70,91,79,3,0,7,10
Is There Someone Else?,The Weeknd,1,2022,1,7,2881,6,391251368,391.251368,13,89,34,0,3,135,A,Minor,70,60,58,4,0,16,3
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,2022,1,5,2235,0,349585590,349.58559,65,7,70,16,6,109,F,Major,60,45,47,62,0,31,5
Out of Time,The Weeknd,1,2022,1,7,3711,0,339659802,339.659802,49,88,62,0,,93,,Minor,65,82,74,27,0,32,5
Do It To It,"Cherish, ACRAZE",2,2021,8,20,12403,0,674772936,674.772936,183,63,465,0,11,125,B,Minor,85,64,81,2,5,7,9
We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",7,2021,11,19,2785,0,432719968,432.719968,95,89,44,0,,206,,Minor,58,83,45,36,0,11,8
Pepas,Farruko,1,2021,6,24,14114,17,1309887447,1309.887447,252,109,965,20,,130,G,Major,76,44,77,1,0,13,3
How Do I Make You Love Me?,The Weeknd,1,2022,1,7,1915,0,119238316,119.238316,7,47,15,0,0,121,G,Minor,80,62,51,2,0,9,8
Gasoline,The Weeknd,1,2022,1,7,2297,0,116903579,116.903579,11,29,14,0,0,123,F#,Minor,74,35,73,0,0,21,5
Infinity,Jaymes Young,1,2017,6,23,4375,0,888046992,888.046992,24,0,396,0,0,122,B,Minor,67,50,67,15,0,30,4
Less Than Zero,The Weeknd,1,2022,1,7,2800,0,200660871,200.660871,18,77,61,0,1,143,,Major,53,50,79,0,0,8,3
Take My Breath,The Weeknd,1,2021,8,6,2597,0,130655803,130.655803,17,80,38,0,0,121,A#,Minor,70,35,77,1,0,26,4
good 4 u,Olivia Rodrigo,1,2021,5,14,15563,6,1887039593,1887.039593,259,55,461,1,,166,F#,Minor,56,68,66,28,0,11,18
Best Friends,The Weeknd,1,2022,1,7,1292,0,101114984,101.114984,3,18,14,0,0,87,E,Minor,49,49,59,44,0,35,21
Kiss Me More (feat. SZA),"SZA, Doja Cat",2,2021,4,9,15867,0,1575467011,1575.467011,382,65,497,0,12,111,G#,Major,77,74,66,30,0,13,3
I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",2,2022,1,7,1178,0,91656026,91.656026,9,10,9,0,0,110,D,Major,75,85,84,10,0,31,19
Need To Know,Doja Cat,1,2021,6,11,6672,0,1042568408,1042.568408,125,36,150,0,,130,C#,Major,66,19,61,30,0,9,7
MONTERO (Call Me By Your Name),Lil Nas X,1,2020,9,18,12329,0,1735441776,1735.441776,275,19,738,0,,179,G#,Minor,61,76,51,30,0,38,15
love nwantiti (ah ah ah),Ckay,1,2019,7,26,5669,2,726837877,726.837877,74,0,262,14,,93,F,Minor,74,53,73,61,0,13,4
Dawn FM,The Weeknd,1,2022,1,7,811,0,53933526,53.933526,1,8,6,0,0,78,A,Minor,27,10,49,62,0,49,5
Surface Pressure,Jessica Darrow,1,2021,11,19,1756,0,267758538,267.758538,38,48,20,0,0,180,D,Major,65,37,58,2,0,4,31
Starry Eyes,The Weeknd,1,2022,1,7,1014,0,74601456,74.601456,1,17,11,0,0,86,A,Minor,28,13,41,50,0,19,3
THATS WHAT I WANT,Lil Nas X,1,2021,9,17,7963,0,920797189,920.797189,173,7,298,0,4,88,C#,Minor,74,55,85,1,0,5,22
One Right Now (with The Weeknd),"The Weeknd, Post Malone",2,2021,11,5,4771,0,539595276,539.595276,68,18,75,0,1,97,C#,Major,68,72,78,4,0,7,5
Mon Amour - Remix,"Aitana, zzoilo",2,2020,9,21,3221,2,578207856,578.207856,67,13,139,0,40,116,D,Major,75,36,76,12,0,10,10
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",3,2021,10,5,3423,26,775542072,775.542072,61,65,53,6,0,170,E,Minor,64,14,70,9,0,9,8
MONEY,Lisa,1,2021,9,10,2566,13,863625566,863.625566,44,109,131,0,,140,C#,Minor,83,40,55,16,0,14,23
Happier Than Ever,Billie Eilish,1,2021,7,30,8476,0,1056760045,1056.760045,138,133,283,0,,65,,Major,31,31,24,76,0,14,4
Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",2,2021,10,22,7495,17,611994237,611.994237,114,172,284,2,,120,,Minor,56,16,67,0,0,11,4
traitor,"Juan Cruz Toledo, Huilen Toledo",2,2021,5,21,5257,6,1230855859,1230.855859,85,43,134,0,,176,D#,Major,29,12,33,68,0,12,5
Toxic,BoyWithUke,1,2021,9,10,1795,0,582981380,582.98138,34,23,118,0,,180,G#,Minor,59,69,61,84,0,46,36
drivers license,Olivia Rodrigo,1,2021,1,8,12685,3,1858144199,1858.144199,185,61,485,0,,144,A#,Major,59,21,43,76,0,10,7
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,2021,11,12,4635,5,583687007,583.687007,50,49,30,1,2,93,,Major,63,21,52,28,0,9,3
Oh My God,Adele,1,2021,11,19,4431,0,466214729,466.214729,105,7,199,0,0,88,C#,Major,53,55,73,9,0,3,5
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4,2022,1,5,759,3,236940480,236.94048,32,0,12,0,0,170,F,Minor,70,61,44,40,0,37,4
A Tale By Quincy,The Weeknd,1,2022,1,7,733,0,41924466,41.924466,0,2,2,0,0,94,F,Minor,46,55,50,71,0,10,11
I AM WOMAN,Emmy Meli,1,2021,11,18,2795,0,225259194,225.259194,45,0,107,0,0,170,A#,Major,65,46,47,12,0,13,16
It'll Be Okay,Shawn Mendes,1,2021,12,1,1950,0,287201015,287.201015,56,8,104,0,10,78,G,Major,40,7,29,62,0,9,3
Softcore,The Neighbourhood,1,2018,3,9,3947,12,599770206,599.770206,33,102,93,0,30,94,D,Major,57,36,58,5,0,15,3
Super Gremlin,Kodak Black,1,2021,10,30,2551,0,342779426,342.779426,52,15,35,0,1,73,D,Major,83,11,41,0,0,36,14
Todo De Ti,Rauw Alejandro,1,2020,11,2,11975,8,1168642797,1168.642797,188,75,268,6,16,128,D#,Minor,81,57,63,40,1,10,4
Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",3,2019,8,30,2696,0,540539717,540.539717,42,2,57,0,,120,G#,Major,58,44,60,44,9,5,6
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,11,5,4963,0,383550148,383.550148,63,40,76,0,0,82,D,Major,63,85,62,6,0,35,4
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3,2020,3,13,6734,0,530511203,530.511203,47,14,90,0,1,95,D,Major,77,40,47,2,0,9,3
Every Angel is Terrifying,The Weeknd,1,2022,1,7,715,0,37307967,37.307967,0,1,2,0,0,118,,Major,44,52,94,11,0,4,29
Tacones Rojos,Sebastian Yatra,1,2021,10,22,3047,9,510876816,510.876816,77,31,85,5,28,123,B,Minor,75,93,86,8,0,14,3
Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",3,2021,3,19,14140,0,1445941661,1445.941661,231,52,612,6,,90,,Major,63,49,68,38,0,42,18
Dakiti,"Bad Bunny, Jhay Cortez",2,2020,10,30,11215,21,1763363713,1763.363713,189,166,525,9,25,110,E,Minor,73,14,57,40,0,11,5
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2,2021,12,29,1678,12,374191487,374.191487,20,4,15,1,3,96,C#,Minor,66,76,82,47,0,10,32
Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",3,2021,9,24,4091,0,421040617,421.040617,105,2,73,13,1,110,,Minor,72,67,68,0,0,14,4
Life Goes On,Oliver Tree,1,2020,7,17,2868,0,501541661,501.541661,43,15,116,0,,80,,Major,70,57,49,19,0,12,8
Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",3,2021,9,16,3643,0,354065229,354.065229,69,3,70,0,3,110,C#,Minor,86,31,53,43,0,11,6
Butter,BTS,1,2021,5,21,4779,6,1143647827,1143.647827,180,135,223,0,5,110,G#,Major,79,70,36,0,0,6,11
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",3,2022,1,7,3517,0,311395144,311.395144,54,28,43,0,0,78,C#,Minor,77,49,42,1,1,13,19
You Right,"Doja Cat, The Weeknd",2,2021,6,24,5073,0,672656250,672.65625,83,9,100,0,4,129,G#,Major,83,44,62,2,0,8,6
deja vu,Olivia Rodrigo,1,2021,4,1,7545,4,1256880657,1256.880657,117,39,141,0,46,181,A,Major,44,22,60,61,0,42,9
Dynamite,BTS,1,2020,8,21,8528,5,1692897992,1692.897992,239,163,583,0,,114,F#,Minor,75,74,77,1,0,9,10
TO THE MOON,Jnr Choi,1,2021,11,5,2979,0,245095641,245.095641,44,0,159,0,0,144,D,Major,74,39,65,5,1,11,35
Lost in the Fire,"The Weeknd, Gesaffelstein",2,2019,1,11,7731,2,686734357,686.734357,110,145,447,0,46,101,D,Major,66,18,68,9,0,12,4
Salimo de Noche,"Trueno, Tiago pzk",2,2021,10,21,1057,0,261414174,261.414174,17,5,21,0,0,84,D,Major,67,78,63,29,0,12,5
Volando - Remix,"Sech, Bad Bunny, Mora",3,2021,7,8,3272,19,610045621,610.045621,101,34,70,1,2,154,F#,Major,66,63,69,21,0,11,7
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,3,5,14417,0,1115880852,1115.880852,237,123,569,0,10,148,F,Major,59,72,62,18,0,9,3
Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",3,2021,9,3,5199,0,594482982,594.482982,45,43,45,0,3,146,F,Minor,85,22,37,13,0,7,30
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,2021,11,19,1150,0,184937148,184.937148,20,38,12,0,0,141,C#,Major,59,56,63,12,0,6,36
Phantom Regret by Jim,The Weeknd,1,2022,1,7,768,0,31959571,31.959571,1,1,3,0,0,108,A,Minor,46,23,48,75,30,14,4
Dos Oruguitas,Sebastian Yatra,1,2021,11,19,925,0,167076418,167.076418,24,47,74,0,0,94,,Major,42,47,36,76,0,9,5
Freaks,Surf Curse,1,2015,5,10,3006,3,824420218,824.420218,23,21,121,0,13,180,A,Major,35,41,94,0,63,5,5
Acapulco,Jason Derulo,1,2021,9,1,3098,0,363467642,363.467642,111,5,182,1,0,122,A#,Major,77,51,79,5,0,16,5
Daddy Issues,The Neighbourhood,1,2015,10,30,9771,4,1127468248,1127.468248,42,70,384,0,3,85,A#,Major,59,33,52,7,15,12,3
thought i was playing,"21 Savage, Gunna",2,2022,1,7,807,0,60680939,60.680939,3,0,5,0,0,148,C#,Major,68,29,73,0,0,7,7
ELEVEN,IVE,1,2021,12,1,521,1,247737946,247.737946,17,89,11,0,0,120,A,Major,83,59,73,6,0,5,11
Mood (feat. Iann Dior),"24kgoldn, Iann Dior",2,2020,7,24,12854,0,1699402402,1699.402402,237,27,636,0,,91,G,Minor,70,76,72,22,0,27,4
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,2021,11,19,802,0,154797871,154.797871,13,27,8,0,0,120,E,Major,72,54,71,26,0,10,4
DANCE CRIP,Trueno,1,2021,11,17,731,0,198883004,198.883004,14,14,24,0,4,106,,Major,86,86,79,11,0,8,9
Miserable Man,David Kushner,1,2022,1,7,788,0,124407432,124.407432,13,0,32,1,0,110,A#,Major,63,31,35,93,0,29,3
happier,Olivia Rodrigo,1,2021,5,21,3069,4,850608354,850.608354,25,46,105,0,45,169,F#,Major,39,36,45,81,0,8,13
Praise God,Kanye West,1,2021,8,29,4651,0,376333030,376.33303,24,6,105,0,0,118,C#,Major,80,21,55,1,0,26,17
Get Into It (Yuh),Doja Cat,1,2021,6,25,4999,0,516784627,516.784627,43,19,73,12,0,92,G#,Minor,91,79,66,32,0,9,16
Before You Go,Lewis Capaldi,1,2019,11,1,8327,24,1608045237,1608.045237,205,130,625,0,25,112,D#,Major,45,19,60,63,0,9,6
Sky,Playboi Carti,1,2020,12,25,3297,3,506778838,506.778838,25,3,52,0,1,140,D,Major,79,56,91,26,0,13,21
Rolling in the Deep,Adele,1,2010,11,29,35684,6,1472799873,1472.799873,195,125,"6,280",2,78,105,G#,Major,73,52,76,13,0,5,3
Sobrio,Maluma,1,2021,7,8,3506,10,513643924,513.643924,103,76,100,1,1,178,F,Major,76,63,77,14,0,15,22
Peru,"Ed Sheeran, Fireboy DML",2,2021,12,23,2999,0,261286503,261.286503,60,17,154,0,22,108,G,Minor,96,71,42,57,0,8,9
favorite crime,Olivia Rodrigo,1,2021,5,21,3681,0,783706581,783.706581,20,21,99,0,7,173,A,Major,40,19,29,86,0,34,4
Thunder,"Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,4846,10,422691058,422.691058,54,16,259,0,13,101,C#,Major,67,40,90,3,0,34,6
positions,Ariana Grande,1,2020,10,23,8207,0,1252563873,1252.563873,175,55,95,0,2,144,,Major,73,66,80,44,0,9,12
The Feels,TWICE,1,2021,10,1,1150,0,345903614,345.903614,20,99,44,0,2,120,A,Major,81,92,90,9,0,8,7
HEARTBREAK ANNIVERSARY,Giveon,1,2020,2,21,5398,4,951637566,951.637566,111,127,210,0,37,129,,Major,61,59,46,56,0,13,5
No Lie,"Sean Paul, Dua Lipa",2,2016,11,18,7370,0,956865266,956.865266,92,127,"1,219",0,62,102,G,Major,74,45,89,5,0,26,13
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,6890,0,427486004,427.486004,122,11,201,0,1,124,G#,Minor,79,79,84,2,0,5,5
Pope Is a Rockstar,SALES,1,2016,4,20,1966,0,156658366,156.658366,4,2,50,0,0,90,E,Minor,73,31,45,85,24,11,3
2055,Sleepy hallow,1,2021,4,14,2226,0,624515457,624.515457,29,0,44,0,0,161,F#,Minor,78,65,52,46,0,12,31
Bored,Billie Eilish,1,2017,3,30,4204,0,777765388,777.765388,39,45,250,0,0,120,G,Major,60,11,33,90,0,8,5
Happier Than Ever - Edit,Billie Eilish,1,2021,7,28,1959,0,412795151,412.795151,19,0,38,0,0,81,,Major,45,12,57,7,0,23,3
Astronaut In The Ocean,Masked Wolf,1,2019,1,1,7191,0,1138474110,1138.47411,146,18,478,0,7,150,E,Minor,78,47,70,18,0,15,9
Ley Seca,"Anuel Aa, Jhay Cortez",2,2021,9,2,2012,0,355219175,355.219175,101,12,38,0,0,105,G#,Major,76,58,84,10,0,13,10
Every Summertime,NIKI,1,2021,8,10,1211,2,290228626,290.228626,30,2,5,0,6,79,F#,Major,63,76,67,38,0,6,4
Talking To The Moon,Bruno Mars,1,2010,10,4,7109,2,1062956628,1062.956628,5,0,862,0,0,146,C#,Minor,52,7,61,51,0,11,3
