Take On Me,a-ha,1,1984,10,19,44927,17,1479115056,1479.115056,34,0,"5,108",6,0,84,F#,Minor,57,86,90,2,0,9,5
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",4,2023,6,2,551,4,86773632,86.773632,13,46,20,1,10,146,B,Minor,61,20,48,21,0,12,6
"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",5,2023,5,1,577,14,133753727,133.753727,22,18,15,1,0,74,A#,Minor,53,24,67,11,0,10,28
AMG,"Natanael Cano, Gabito Ballesteros, Peso Pluma",3,2022,11,24,995,19,463564958,463.564958,12,117,9,5,3,136,B,Minor,77,79,73,15,0,27,10
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Arijit Singh, Sachin-Jigar, Amitabha Bhattacharya",3,2023,5,15,178,6,64533040,64.53304,6,71,1,0,31,100,E,Major,56,53,55,53,0,12,4
S-Class,Stray Kids,1,2023,6,2,290,19,65496046,65.496046,9,101,5,0,73,105,F,Minor,89,67,78,9,0,7,33
Hits Different,Taylor Swift,1,2023,5,26,547,0,68616963,68.616963,15,15,6,0,0,106,F,Major,67,24,78,15,0,30,4
Chanel,"Becky G, Peso Pluma",2,2023,3,30,681,10,161460990,161.46099,15,92,21,2,26,132,D,Major,85,53,68,40,0,9,4
Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),"Metro Boomin, Coi Leray",2,2023,6,2,332,5,70106975,70.106975,18,41,5,0,19,120,A,Major,78,5,30,21,0,13,5
Area Codes,"Kaliii, Kaliii",2,2023,3,17,1197,13,113509496,113.509496,44,34,25,1,171,155,C#,Major,82,51,39,2,0,9,49
Obsessed,"Abhijay Sharma, Riar Saab",2,2022,9,29,161,6,71007139,71.007139,10,79,2,0,42,135,F,Minor,80,85,74,62,0,8,9
FLOWER,JISOO,1,2023,3,31,839,18,232896922,232.896922,20,110,20,0,69,124,A,Minor,84,64,39,3,0,11,4
"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",3,2023,6,2,259,0,37126685,37.126685,5,17,5,0,0,135,A,Minor,77,28,55,18,0,22,15
Eyes Closed,Ed Sheeran,1,2023,3,23,2915,30,195576623,195.576623,116,69,107,3,675,107,D,Major,78,39,53,30,0,11,6
Escapism.,"RAYE, 070 Shake",2,2022,10,12,5129,25,532336353,532.336353,116,84,114,18,348,96,D,Major,54,25,74,14,0,9,11
La Jumpa,"Arcangel, Bad Bunny",2,2022,11,30,3794,34,538115192,538.115192,47,77,53,10,8,123,G#,Major,71,58,70,30,0,32,19
Karma (feat. Ice Spice),"Taylor Swift, Ice Spice",2,2023,5,26,588,0,46142772,46.142772,23,21,31,0,0,90,G#,Major,62,7,62,6,0,58,6
Superhero (Heroes & Villains) [with Future & Chris Brown],"Future, Chris Brown, Metro Boomin",3,2022,12,2,2959,16,401036314,401.036314,41,69,38,0,36,117,F,Minor,72,45,59,14,0,20,21
Las Morras,"BLESSD, Peso Pluma",2,2023,4,4,291,8,127026613,127.026613,8,78,4,1,1,133,A,Minor,78,90,84,31,0,7,4
CHORRITO PA LAS ANIMAS,Feid,1,2022,12,2,2321,36,345031710,345.03171,29,65,34,5,3,96,G#,Minor,74,61,83,11,0,35,6
Ch y la Pizza,"Fuerza Regida, Natanael Cano",2,2022,12,1,536,10,288101651,288.101651,10,72,8,3,14,149,G#,Major,66,85,60,40,0,14,13
Snow On The Beach (feat. More Lana Del Rey),"Lana Del Rey, Taylor Swift",2,2023,5,26,359,2,60350538,60.350538,1,0,9,0,0,110,F#,Minor,66,32,40,81,0,11,3
Players,Coi Leray,1,2022,11,30,4096,6,335074782,335.074782,118,48,143,0,240,105,F#,Major,95,62,52,3,0,5,16
Bite Me,ENHYPEN,1,2023,5,22,349,69,76767396,76.767396,8,96,5,0,56,105,C#,Major,80,69,78,28,0,11,14
Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",2,2023,5,26,381,5,46065667,46.065667,23,82,6,0,113,134,B,Major,76,61,58,6,0,16,3
Normal,Feid,1,2022,7,8,2461,36,459276435,459.276435,47,66,45,5,6,170,E,Minor,71,59,56,4,0,27,12
Hummingbird (Metro Boomin & James Blake),"James Blake, Metro Boomin",2,2023,6,2,277,1,39666245,39.666245,1,20,5,0,1,81,F#,Major,59,26,60,46,1,25,13
Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",2,2023,3,1,967,5,138517666,138.517666,7,29,51,1,29,154,F#,Major,63,75,92,31,0,91,5
Bad Habit,Steve Lacy,1,2022,6,29,8186,12,822633917,822.633917,155,72,131,16,29,169,C#,Major,69,69,51,63,0,38,4
Lilith (feat. SUGA of BTS) (Diablo IV Anthem),"Halsey, Suga",2,2023,6,5,215,6,51985779,51.985779,6,14,8,2,4,84,A,Minor,43,14,74,1,0,19,8
69,"Nicky Jam, Feid",2,2023,5,18,1134,22,57945987,57.945987,39,14,48,2,3,93,G#,Major,79,58,62,11,0,11,23
Search & Rescue,Drake,1,2023,4,7,2066,6,175097833,175.097833,58,70,43,0,182,142,A#,Minor,82,54,44,6,0,33,7
Lavender Haze,Taylor Swift,1,2022,10,21,3763,8,488386797,488.386797,51,43,38,10,1,97,A#,Major,73,10,44,26,0,16,8
"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","WizKid, Toian, Metro Boomin, Don Toliver, Beam",5,2023,6,2,197,0,32761689,32.761689,3,10,3,0,0,101,F,Major,92,59,51,41,51,26,8
Efecto,Bad Bunny,1,2022,5,6,4004,33,1047480053,1047.480053,34,65,43,6,2,98,G,Minor,80,23,48,14,0,6,5
Erro Gostoso - Ao Vivo,Simone Mendes,1,2023,1,27,984,5,153454328,153.454328,8,57,76,2,49,154,F#,Major,59,63,89,18,0,80,9
Cupido,Tini,1,2023,2,14,1240,24,217672943,217.672943,51,29,63,4,54,120,A,Major,91,63,58,52,0,31,22
Just Wanna Rock,Lil Uzi Vert,1,2022,10,17,3995,13,457184829,457.184829,72,27,47,0,0,150,B,Major,49,4,55,7,0,6,3
Unstoppable,Sia,1,2016,1,21,7681,13,939844851,939.844851,119,66,"1,145",2,,174,A,Major,47,27,78,11,0,10,8
Until I Found You,Stephen Sanchez,1,2021,9,1,4427,4,726434358,726.434358,69,100,154,20,438,202,A#,Major,34,25,51,69,0,18,4
Rich Flex,"Drake, 21 Savage",2,2022,11,4,4657,18,573633020,573.63302,84,84,42,0,23,153,B,Minor,56,42,52,5,0,36,24
Easy On Me,Adele,1,2021,10,14,10195,20,1406111294,1406.111294,258,87,657,22,9,142,F,Major,60,13,37,58,0,13,3
Danger (Spider) (Offset & JID),"Offset, JID",2,2023,6,2,214,0,24975653,24.975653,3,3,6,0,0,143,B,Major,83,25,69,4,0,23,12
The Real Slim Shady,Eminem,1,2000,1,1,20763,27,1424589568,1424.589568,81,53,"3,271",1,17,104,F,Minor,95,78,66,3,0,4,6
MERCHO,"Migrantes, LiL CaKe, Nico Valdi",3,2022,12,16,1267,20,231332117,231.332117,41,22,56,4,84,93,F#,Minor,84,96,79,43,0,18,11
The Color Violet,Tory Lanez,1,2021,12,10,2585,32,415932686,415.932686,3,79,21,1,54,105,F#,Minor,65,46,53,16,0,9,5
Glimpse of Us,Joji,1,2022,6,10,6330,6,988515741,988.515741,109,42,158,3,31,170,G#,Major,44,27,32,89,0,14,5
Mejor Que Yo,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,5,4,675,1,50847624,50.847624,9,13,11,0,1,178,C#,Minor,62,56,66,18,0,12,5
Curtains,Ed Sheeran,1,2023,5,5,715,0,39893489,39.893489,37,3,27,0,50,176,F#,Minor,50,44,76,10,0,32,5
UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",2,2023,5,1,327,13,92035115,92.035115,14,110,9,0,49,104,E,Minor,80,38,88,11,0,11,5
Haegeum,Agust D,1,2023,4,21,244,12,118810253,118.810253,6,84,10,2,9,85,G,Major,70,83,84,31,0,47,30
MIENTRAS ME CURO DEL CORA,Karol G,1,2023,2,24,1020,35,206399629,206.399629,15,26,30,6,0,80,,Major,52,57,48,86,0,15,39
Never Felt So Alone,Labrinth,1,2023,4,7,1730,3,117747907,117.747907,46,5,51,0,20,98,F,Major,44,36,41,50,0,38,5
X SI VOLVEMOS,"Karol G, Romeo Santos",2,2023,2,2,2127,33,266624541,266.624541,45,80,53,8,4,178,C#,Minor,79,58,78,34,0,11,25
ceilings,Lizzy McAlpine,1,2022,4,8,3242,9,293186992,293.186992,67,55,48,0,6,148,A,Major,51,27,33,48,0,22,3
Cupid,Fifty Fifty,1,2023,2,24,526,10,139681964,139.681964,15,93,30,0,320,120,D,Major,77,94,66,65,0,38,3
I AM,IVE,1,2023,4,10,366,15,123132751,123.132751,16,102,7,0,55,122,E,Minor,68,38,88,1,0,8,5
Shorty Party,"Cartel De Santa, La Kelly",2,2023,3,4,432,12,162887075,162.887075,8,14,12,2,33,96,D,Major,93,47,47,33,0,10,36
Super,SEVENTEEN,1,2023,4,24,271,12,91221625,91.221625,16,103,9,0,55,137,G#,Major,77,35,88,16,0,17,9
Slut Me Out,NLE Choppa,1,2022,4,22,816,4,190490915,190.490915,21,4,13,0,4,121,F#,Minor,94,71,61,12,0,53,42
Double Fantasy (with Future),"The Weeknd, Future",2,2023,4,21,1169,0,96180277,96.180277,36,65,28,0,0,119,A,Minor,60,10,57,1,0,50,3
All Of The Girls You Loved Before,Taylor Swift,1,2019,8,23,1282,6,185240616,185.240616,26,6,19,0,5,96,D,Major,72,40,47,71,0,13,4
PROVENZA,Karol G,1,2022,4,21,6587,34,885093467,885.093467,114,104,147,11,20,111,C#,Major,87,53,52,66,1,11,5
Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",2,2023,4,14,1444,4,104992946,104.992946,0,0,0,0,0,148,A,Major,90,74,68,14,0,10,19
Di Que Si,"Grupo Marca Registrada, Grupo Frontera",2,2023,2,3,356,10,147290338,147.290338,4,64,4,2,37,182,A,Major,57,80,59,8,0,6,5
Shivers,Ed Sheeran,1,2021,9,9,10147,30,1302184087,1302.184087,234,71,543,18,,141,D,Major,79,82,86,28,0,4,9
Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",2,2023,4,25,351,9,76910644,76.910644,16,90,10,0,64,110,B,Minor,76,26,70,1,0,41,6
Komang,Raim Laode,1,2022,8,16,158,4,137123880,137.12388,5,6,1,1,18,134,G,Major,70,35,41,41,0,10,3
Made You Look,Meghan Trainor,1,2022,10,21,3956,6,502574952,502.574952,142,23,127,3,16,145,A#,Major,84,88,53,35,0,8,7
Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",3,2023,2,5,1638,10,207033255,207.033255,0,0,21,0,0,130,B,Minor,69,36,90,1,10,15,4
No Se Va,Grupo Frontera,1,2022,4,28,924,18,404887295,404.887295,17,80,22,9,38,173,,Major,59,69,53,12,0,23,3
Punto G,Quevedo,1,2022,11,4,1985,35,381161027,381.161027,34,26,37,5,1,92,B,Minor,75,55,76,25,0,10,15
Lovers Rock,TV Girl,1,2014,6,5,6339,13,466231982,466.231982,3,1,36,1,37,105,F,Minor,56,57,87,0,1,10,4
METAMORPHOSIS,INTERWORLD,1,2021,11,25,1561,24,357580552,357.580552,18,78,24,0,30,175,G,Minor,59,15,64,43,90,12,10
Mami Chula,"Quevedo, Jhayco",2,2023,4,27,875,4,61105704,61.105704,17,13,27,0,43,120,G,Minor,80,33,70,22,0,9,4
En Paris,"El Chachito, Junior H",2,2022,12,24,406,5,198275403,198.275403,3,31,2,1,0,139,D#,Minor,70,77,48,37,0,12,5
Set Me Free Pt.2,Jimin,1,2023,3,17,340,13,168448603,168.448603,4,71,16,1,9,132,,Minor,59,56,82,12,0,12,6
I Was Never There,"The Weeknd, Gesaffelstein",2,2018,3,29,4188,15,705469769,705.469769,30,70,142,0,27,114,A#,Major,32,17,74,14,0,17,3
Don't ever say love me (feat. RM of BTS),"RM, Colde",2,2023,5,4,105,0,34502215,34.502215,5,9,5,0,0,145,B,Minor,54,19,48,36,0,37,5
Shut Down,BLACKPINK,1,2022,9,16,1524,17,482175240,482.17524,53,120,62,0,2,110,,Major,82,67,69,0,0,18,4
Gato de Noche,"Nengo Flow, Bad Bunny",2,2022,12,22,2651,30,304118600,304.1186,21,55,32,3,0,94,G#,Major,89,61,66,17,0,36,16
Call Out My Name,The Weeknd,1,2018,3,29,11087,6,1449799467,1449.799467,151,107,801,1,105,134,C#,Major,45,17,60,21,0,33,4
Like Crazy (English Version),Jimin,1,2023,3,24,373,19,173627354,173.627354,4,72,5,0,5,120,G,Major,62,32,76,0,0,39,4
Sunroof,"Nicky Youre, Dazy",2,2021,12,3,3741,17,652704649,652.704649,156,35,110,19,0,131,A#,Major,77,84,71,35,0,15,4
Lose Yourself - Soundtrack Version,Eminem,1,2002,1,1,32502,21,1829992958,1829.992958,247,54,"5,567",1,51,171,D,Major,70,6,73,1,0,36,26
Superman,"Eminem, Dina Rae",2,2002,5,26,7615,14,655466831,655.466831,18,51,"1,005",0,0,130,E,Minor,80,64,76,2,0,20,6
Mas Rica Que Ayer,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,3,2,1208,34,146409671,146.409671,10,41,20,0,1,94,B,Major,82,53,67,34,0,9,8
People Pt.2 (feat. IU),"IU, Agust D",2,2023,4,7,209,4,95816024,95.816024,4,45,11,2,24,89,G,Minor,73,44,57,39,0,32,6
REMIX EXCLUSIVO,Feid,1,2023,3,17,1235,9,117206995,117.206995,20,8,15,0,6,87,F,Minor,65,71,56,4,0,15,20
DOGTOOTH,"Tyler, The Creator",2,2023,3,27,1479,0,80758350,80.75835,23,0,18,0,33,78,G#,Major,71,80,65,51,0,22,32
SORRY NOT SORRY,"Tyler, The Creator",2,2023,3,31,709,0,58473276,58.473276,8,1,13,0,0,96,F#,Minor,48,50,80,40,0,37,20
HAPPY,NF,1,2023,3,25,660,0,52722996,52.722996,22,7,11,0,78,106,G,Major,73,22,86,31,0,12,4
La Bebe,Yng Lvcas,1,2021,12,24,489,17,191945597,191.945597,4,11,5,1,2,170,D,Minor,78,75,46,62,0,12,35
I Know - PR1SVX Edit,"Kanii, PR1ISVX",2,2023,3,24,407,0,77377503,77.377503,16,15,5,0,1,134,B,Minor,67,11,76,8,47,30,7
Late Night Talking,Harry Styles,1,2022,5,20,7461,8,743693613,743.693613,166,42,199,16,58,115,A#,Major,71,90,73,30,0,11,5
Save Your Tears (with Ariana Grande) (Remix),"Ariana Grande, The Weeknd",2,2020,3,20,9161,5,1221813483,1221.813483,240,98,468,3,10,118,,Major,65,63,79,3,0,10,3
Something in the Orange,Zach Bryan,1,2022,4,22,3282,12,449701773,449.701773,67,84,46,16,117,110,G,Major,59,22,38,42,0,12,3
VOID,Melanie Martinez,1,2023,3,29,596,0,67070410,67.07041,29,9,12,0,52,100,A,Major,72,42,66,18,4,19,4
Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",2,2023,3,14,320,6,116334601,116.334601,5,48,2,1,9,142,G,Minor,70,76,79,26,0,11,7
Midnight Rain,Taylor Swift,1,2022,10,21,2612,4,433356509,433.356509,19,29,21,0,0,140,,Major,64,18,37,72,0,12,7
If We Ever Broke Up,Mae Stephens,1,2023,2,10,2040,4,165584767,165.584767,81,27,66,9,444,116,G,Major,90,96,73,62,0,9,4
You Proof,Morgan Wallen,1,2022,5,13,2128,9,367814306,367.814306,37,88,9,0,14,120,A,Major,73,64,85,25,0,61,3
LA INOCENTE,"Feid, Mora",2,2022,4,1,2598,37,477033549,477.033549,28,57,43,8,85,92,F,Minor,76,46,79,31,0,7,6
Malas Decisiones,Kenia OS,1,2022,10,26,542,2,156214700,156.2147,23,2,21,0,0,110,G#,Minor,81,64,79,5,0,31,3
Murder In My Mind,Kordhell,1,2022,1,21,2459,20,448843705,448.843705,20,68,50,0,22,120,A#,Major,71,57,97,1,0,13,11
Gangsta's Paradise,"Coolio, L.V.",2,1995,7,11,10624,17,1357608774,1357.608774,21,0,386,0,,80,G#,Major,63,40,61,9,0,56,6
CAIRO,"Karol G, Ovy On The Drums",2,2022,11,13,2418,26,294352144,294.352144,52,66,55,1,16,115,F,Minor,95,43,69,47,0,9,31
I Love You So,The Walters,1,2014,11,28,7536,7,972164968,972.164968,44,19,135,0,6,76,A#,Major,58,46,67,65,0,13,4
Dark Red,Steve Lacy,1,2017,2,20,10431,7,920045682,920.045682,71,53,181,0,10,172,F#,Major,60,77,78,45,0,12,6
Say You Won't Let Go,James Arthur,1,2016,9,9,15722,16,2420461338,2420.461338,231,37,"1,509",0,13,99,A#,Major,40,45,56,69,0,9,5
The Hills,The Weeknd,1,2015,5,27,25744,4,1947371785,1947.371785,122,94,"1,992",0,18,136,,Minor,36,12,57,9,0,14,8
Heart To Heart,Mac DeMarco,1,2019,5,10,1640,0,244658767,244.658767,27,27,29,1,1,150,G#,Minor,90,64,14,67,35,11,10
Peaches (from The Super Mario Bros. Movie),Jack Black,1,2023,4,7,34,0,68216992,68.216992,0,0,0,0,0,92,A#,Minor,71,41,31,79,0,10,5
Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",5,2022,12,15,1845,16,223582566,223.582566,20,8,30,2,0,95,C#,Major,77,72,87,17,0,7,5
LOKERA,"Brray, Rauw Alejandro, Lyanno",3,2022,7,25,3301,30,471819764,471.819764,72,64,64,6,3,102,B,Minor,83,58,83,21,0,10,5
Low,SZA,1,2022,12,9,1911,0,272377463,272.377463,23,71,14,0,9,145,,Minor,70,34,55,43,0,16,6
Numb,Linkin Park,1,2003,3,24,20111,5,1361425037,1361.425037,39,0,"7,341",0,0,110,A,Major,50,24,86,0,0,64,4
Tormenta (feat. Bad Bunny),"Gorillaz, Bad Bunny",2,2023,2,24,1529,0,149778242,149.778242,32,18,39,2,0,95,,Major,64,30,77,46,0,38,6
on the street (with J. Cole),"j-hope, J. Cole",2,2023,3,3,615,2,116599790,116.59979,22,82,8,0,9,94,B,Minor,68,81,82,53,0,9,13
One Thing At A Time,Morgan Wallen,1,2022,12,2,811,4,148469433,148.469433,11,58,5,0,21,142,G,Major,61,92,91,0,0,26,3
Miss You,"Robin Schulz, Oliver Tree",2,2022,8,5,5730,10,497225336,497.225336,108,16,197,3,165,145,F#,Minor,59,20,74,1,0,15,5
Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",3,2023,2,23,1190,0,105062254,105.062254,29,3,18,0,19,137,C#,Minor,84,44,67,8,0,11,6
Everything I Love,Morgan Wallen,1,2023,1,31,579,0,95623148,95.623148,11,54,0,0,103,104,G#,Major,56,72,85,0,0,15,3
Heaven,Niall Horan,1,2023,2,17,1553,2,144584800,144.5848,61,6,48,0,150,92,F,Major,57,68,76,7,0,33,3
LET GO,Central Cee,1,2022,12,15,2301,20,298063749,298.063749,49,23,110,0,8,146,D,Minor,74,51,45,86,0,21,38
Sial,Mahalini,1,2023,1,23,134,4,166570053,166.570053,4,6,0,0,23,120,D,Major,56,20,43,89,0,12,4
I Wrote The Book,Morgan Wallen,1,2023,1,31,430,0,83021468,83.021468,15,17,0,0,0,144,D,Major,68,83,81,9,0,8,4
"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",2,2022,11,5,86,0,139836056,139.836056,11,101,0,0,48,94,A,Major,59,44,56,80,0,6,3
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,629,14,303216294,303.216294,32,3,9,0,0,94,G#,Major,73,65,79,5,2,11,6
Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",2,2023,3,3,329,0,58890931,58.890931,14,35,1,0,0,148,E,Major,50,49,76,12,0,12,3
Red Ruby Da Sleeze,Nicki Minaj,1,2023,3,3,1168,0,81419389,81.419389,45,11,20,0,21,98,C#,Major,70,29,73,12,0,11,26
Kahani Suno 2.0,Kaifi Khalil,1,2022,5,31,162,6,156777415,156.777415,1,10,1,0,1,140,B,Major,58,26,38,91,0,10,4
Nobody Gets Me,SZA,1,2022,12,9,2536,6,284908316,284.908316,59,100,58,13,2,100,G,Major,36,28,28,81,0,18,3
Hype Boy,NewJeans,1,2022,8,1,892,17,363472647,363.472647,20,119,12,2,7,100,E,Minor,59,78,94,27,0,29,23
Bloody Mary,Lady Gaga,1,2011,1,1,3909,0,372476382,372.476382,66,26,277,3,734,100,A,Minor,59,49,65,2,0,13,3
WANDA,Quevedo,1,2023,1,20,888,22,175399345,175.399345,11,24,7,1,7,176,E,Minor,72,96,63,25,0,21,7
Thought You Should Know,Morgan Wallen,1,2022,5,6,968,4,203221468,203.221468,16,53,1,0,61,140,F#,Major,53,51,70,49,0,14,3
In The End,Linkin Park,1,2000,10,24,25065,6,1624165576,1624.165576,63,0,"6,808",2,0,105,D#,Minor,55,40,90,1,0,32,6
Zona De Perigo,Leo Santana,1,2022,12,8,531,4,134294498,134.294498,20,1,71,2,0,135,F,Major,81,97,77,75,0,35,3
Lovezinho,Treyce,1,2022,7,28,242,0,70069745,70.069745,12,2,13,0,4,128,E,Minor,82,61,59,30,0,12,4
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2,2022,6,3,5281,14,609293408,609.293408,94,21,80,15,38,101,F,Major,74,43,69,12,0,12,7
Neverita,Bad Bunny,1,2022,5,6,2590,30,671365962,671.365962,20,64,35,6,0,122,A#,Major,88,43,50,7,0,14,5
Vista Al Mar,Quevedo,1,2022,9,8,1769,34,362361576,362.361576,16,19,21,3,4,105,,Minor,76,49,56,80,12,10,13
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",4,2021,9,3,6180,7,1223481149,1223.481149,122,88,580,21,10,77,B,Minor,72,59,76,24,0,42,28
Revenge,XXXTENTACION,1,2017,8,25,3600,11,1022258230,1022.25823,7,0,203,0,2,140,B,Minor,75,18,25,78,0,11,26
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2,2022,11,3,1254,6,263453310,263.45331,26,69,73,2,6,158,C#,Major,65,72,95,31,0,92,5
Love Again,The Kid Laroi,1,2023,1,27,1283,0,147538971,147.538971,57,4,48,0,0,107,B,Minor,66,47,40,72,0,11,3
After Hours,The Weeknd,1,2020,2,19,8084,6,698086140,698.08614,45,115,218,1,221,109,F,Minor,66,16,57,10,1,12,3
About Damn Time,Lizzo,1,2022,7,15,2332,2,723894473,723.894473,0,0,25,0,0,109,A#,Minor,84,72,74,10,0,34,7
Born With A Beer In My Hand,Morgan Wallen,1,2023,3,3,203,0,34450974,34.450974,5,9,0,0,0,148,,Major,53,61,81,5,0,36,4
Maan Meri Jaan,King,1,2022,10,12,288,6,319566866,319.566866,11,80,1,0,8,96,F#,Minor,70,40,51,35,0,10,4
Moscow Mule,Bad Bunny,1,2022,5,6,4572,33,909001996,909.001996,74,113,85,9,2,100,F,Minor,80,29,67,29,0,12,3
My Universe,"Coldplay, BTS",2,2021,9,24,6127,13,1061966512,1061.966512,0,0,0,0,0,105,A,Major,58,42,68,1,0,14,4
I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",3,2023,1,27,1890,0,103787664,103.787664,86,1,49,0,9,115,,Major,70,84,90,17,0,41,6
TRUSTFALL,P!nk,1,2023,1,27,2098,16,134255790,134.25579,88,24,101,7,451,122,G#,Major,64,25,89,0,0,15,9
ANTIFRAGILE,LE SSERAFIM,1,2022,10,17,761,12,301051721,301.051721,23,95,11,0,3,105,A#,Minor,88,82,80,8,0,11,8
Boy's a liar,PinkPantheress,1,2022,11,30,1225,0,156338624,156.338624,27,0,28,13,0,133,F,Major,66,74,84,25,0,21,4
VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",2,2023,1,13,415,2,152850295,152.850295,15,40,21,1,15,100,,Major,79,60,68,7,0,26,4
Shirt,SZA,1,2022,10,28,3469,0,309653982,309.653982,71,95,31,0,2,120,D#,Minor,82,55,45,15,3,9,10
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1,2022,10,28,3311,0,297328960,297.32896,129,31,212,1,41,177,A,Major,25,17,30,90,0,13,3
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1,2022,9,22,2616,0,332506354,332.506354,113,17,208,0,192,142,D,Minor,64,31,72,15,0,9,5
"Sex, Drugs, Etc.",Beach Weather,1,2016,11,4,3006,16,480507035,480.507035,47,60,87,12,124,144,E,Minor,57,47,84,1,1,52,4
Boy With Luv (feat. Halsey),"Halsey, BTS",2,2019,4,12,4260,0,1065580332,1065.580332,113,92,259,0,1,120,B,Minor,65,80,86,9,0,19,10
"Hey, Mickey!",Baby Tate,1,2016,9,27,482,0,122763672,122.763672,9,1,12,4,3,135,D,Major,92,73,51,55,0,15,6
Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6,2022,12,22,138,4,1365184,1.365184,13,78,2,0,0,105,G,Major,82,62,74,10,0,33,7
Escapism. - Sped Up,"RAYE, 070 Shake",2,2022,11,25,1368,0,184308753,184.308753,12,1,11,0,8,108,F#,Minor,44,38,77,9,0,9,20
Space Song,Beach House,1,2015,1,1,17852,4,789753877,789.753877,69,76,335,0,,147,,Minor,51,62,79,22,13,14,3
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",3,2022,11,20,889,20,323358833,323.358833,11,78,35,0,21,115,,Major,71,34,88,16,0,44,4
Te Felicito,"Shakira, Rauw Alejandro",2,2022,4,21,4796,9,606361689,606.361689,124,66,212,13,1,174,F,Major,70,57,64,23,0,8,32
TV,Billie Eilish,1,2022,7,21,3009,2,338564981,338.564981,68,89,65,0,25,141,E,Minor,41,9,25,84,1,14,4
I'm Not The Only One,Sam Smith,1,2014,1,1,17492,3,1606986953,1606.986953,136,24,"1,959",0,30,82,F,Major,68,50,49,56,0,8,4
Heather,Conan Gray,1,2020,3,20,6170,7,1301799902,1301.799902,82,1,231,0,2,92,F,Major,47,25,43,62,0,32,3
"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,2022,12,12,130,4,140187018,140.187018,21,79,2,0,0,116,G#,Minor,77,65,80,6,0,15,4
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",2,2017,6,2,27705,10,1897517891,1897.517891,537,122,"2,726",6,,124,A,Minor,79,59,86,4,0,8,11
Sugar Rush Ride,TOMORROW X TOGETHER,1,2023,1,27,359,0,107642809,107.642809,12,56,13,0,13,125,A#,Minor,71,83,89,1,0,17,9
Pink Venom,BLACKPINK,1,2022,8,19,1963,16,551305895,551.305895,57,119,77,1,13,90,,Major,80,71,69,2,0,27,10
WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",3,2022,4,27,5491,14,556585270,556.58527,128,84,75,0,35,83,C#,Major,46,34,64,31,0,7,34
Don't Start Now,Dua Lipa,1,2019,10,31,27119,0,2303033973,2303.033973,532,77,"1,535",3,8,124,B,Minor,79,68,79,1,0,10,8
After Dark,Mr.Kitty,1,2014,8,8,1776,14,646886885,646.886885,1,9,3,0,0,140,G#,Major,58,4,60,7,41,8,3
